name,globalChannel_fastfood,globalChannel_other,rating,pc4,level_zip,dv
Pizzeria Sa Caravela,0,0,4.3,8651,3383,OPERATIONAL
Cafetaria \'Prick\',0,0,4.1,2461,633,OPERATIONAL
Restaurant & Midgetgolf Terra nova,0,1,4.4,3882,1249,OPERATIONAL
Big Snack Landgraaf,0,1,3.6,6373,2320,OPERATIONAL
Café d'Oranjeboom,0,0,4.4,6881,2519,OPERATIONAL
T'apart,0,1,4.1,5076,1736,CLOSED_PERMANENTLY
Cafetaria 'De Zon',0,1,4.2,3238,974,OPERATIONAL
First Page,0,1,4.5,2517,650,CLOSED_PERMANENTLY
Restaurant Zalencomplex De Ruif,0,1,4.1,4845,1657,OPERATIONAL
Costa d'Oro,0,1,4.4,3311,1007,OPERATIONAL
Restaurant Kengzo,0,1,4.4,5141,1764,OPERATIONAL
The Gallery Kitchen,0,1,4.2,3012,837,OPERATIONAL
Café Daan,0,0,4.3,2564,677,CLOSED_PERMANENTLY
Eetcafé Sas & Jan,0,1,4.3,3067,880,OPERATIONAL
Burgemeester Jansen,0,0,4.4,5017,1704,OPERATIONAL
BROOD,0,1,4.0,9163,3610,CLOSED_PERMANENTLY
De Smoef,0,0,4.1,4524,1523,OPERATIONAL
Okami,0,1,4.1,9712,3896,OPERATIONAL
Restaurant-Snackbar-Partyservice 'De Spikke',0,1,4.5,8181,3103,OPERATIONAL
Grieks Specialiteitenrestaurant Olympia,0,1,4.5,5684,2030,OPERATIONAL
Eatery De Watertoren,0,1,4.5,3063,876,OPERATIONAL
V.O.F. Oetsjpanning De Meuleberg,0,1,4.2,6074,2190,OPERATIONAL
PizzaRé,0,1,5.0,7471,2752,OPERATIONAL
Cafetaria De Steiger - Lewenborg,0,0,4.3,9733,3913,OPERATIONAL
MOSCOW AT SEA,0,1,3.8,2311,579,CLOSED_PERMANENTLY
De Oude Haven,0,1,4.4,2989,830,OPERATIONAL
Sendo Sushi,0,1,4.6,6412,2323,OPERATIONAL
Broodje Perfect,0,1,4.8,1716,338,OPERATIONAL
Eetcafé Bruintje Beer,0,0,3.7,9901,3989,OPERATIONAL
de Heeren van Ruysdael,0,0,3.7,3901,1261,OPERATIONAL
Fer's Kitchen,0,1,4.6,3901,1261,OPERATIONAL
Banketbakkerij Jan de Groot,0,0,4.6,5211,1782,OPERATIONAL
Eerlijk,0,1,4.5,1018,8,OPERATIONAL
Cafetaria Het Venneke,0,1,4.3,4741,1614,OPERATIONAL
Café-Bar De Bascule,0,0,4.4,5701,2037,OPERATIONAL
Benji's,0,1,4.5,1091,65,OPERATIONAL
Wok Idols,0,1,3.2,3012,837,CLOSED_PERMANENTLY
Klaerenbeek,0,1,4.1,4835,1650,CLOSED_PERMANENTLY
Partycentrum It Dielshûs,0,1,4.3,8731,3394,OPERATIONAL
Grieks Restaurant Kreta,0,1,4.2,2741,756,OPERATIONAL
Dagelijks Lekker,0,1,4.5,2333,593,OPERATIONAL
Hachi Japanese Restaurant,0,1,4.2,2405,618,OPERATIONAL
MultiVlaai,1,0,3.9,8921,3489,OPERATIONAL
'T Birdhouse,0,0,4.4,2971,817,OPERATIONAL
Haiven 54,0,1,4.2,8713,3388,OPERATIONAL
Boomerang Beach,0,1,4.2,2586,689,OPERATIONAL
Beste Doner,0,1,4.5,1093,67,OPERATIONAL
Matthijs Boon Brood en Banket,0,1,4.5,1221,123,OPERATIONAL
Het Wapen van Westerhoven,0,1,4.3,5563,1974,OPERATIONAL
Gasterie Bie de Burgemeister,0,1,4.4,6166,2243,OPERATIONAL
Thai Fresh Den Haag,0,1,3.5,2562,675,CLOSED_PERMANENTLY
Café Restaurant De Wolfshoek,0,1,4.4,4635,1576,OPERATIONAL
Vette hap- Pizeria - Döner kabab,0,1,4.0,1326,156,OPERATIONAL
Grand-Café Deckers,0,1,4.5,5911,2111,OPERATIONAL
Suki Yaki,0,1,4.1,3193,941,OPERATIONAL
Callinair Café Femilie,0,1,4.6,6444,2342,CLOSED_PERMANENTLY
Café d'n Boer,0,0,4.5,5282,1825,OPERATIONAL
C'est Bon XL Zeist,0,0,4.5,3701,1158,OPERATIONAL
Cafe de Boer,0,0,4.1,7135,2626,OPERATIONAL
LOTS Helvoirt,0,1,4.4,5268,1820,OPERATIONAL
Orient Plaza,0,1,4.2,6546,2380,OPERATIONAL
V.O.F. De Nachtwacht,0,1,4.3,7941,3004,OPERATIONAL
Friterie Napoleon,0,1,4.4,6086,2197,OPERATIONAL
Kaniwa,0,1,3.7,6511,2359,OPERATIONAL
Yuvam Eethuis,0,1,4.4,5014,1702,OPERATIONAL
Cafetaria de Dijk,0,0,4.3,5025,1708,OPERATIONAL
Eethuis Bodrum,0,1,4.4,3118,908,OPERATIONAL
De Leidse Bocht B.V.,0,0,4.1,1017,7,OPERATIONAL
Lunchroom Fröbel,0,1,4.6,3016,841,OPERATIONAL
Sameplace,0,0,3.3,1052,33,OPERATIONAL
House Bar,0,1,4.4,1012,2,CLOSED_PERMANENTLY
Kookstudio Kookikook,0,1,5.0,4818,1641,OPERATIONAL
Museum Restaurant Slaait'nhoes,0,1,4.0,9591,3825,OPERATIONAL
Los Del Puerto,0,1,4.6,1141,95,OPERATIONAL
Asian Cuisine Oosthout,0,1,4.5,2215,536,OPERATIONAL
Restaurant Lekzicht,0,1,4.1,2871,781,CLOSED_PERMANENTLY
Snackbar en Eethuis Silly's,0,1,4.2,5351,1864,OPERATIONAL
Kevin's grand café & restaurant,0,1,4.3,3142,924,OPERATIONAL
Vandesande,0,1,4.4,2023,472,OPERATIONAL
De Kloostergang,0,1,4.4,7625,2830,CLOSED_PERMANENTLY
De Kolk,0,0,4.2,7577,2803,OPERATIONAL
The Greek Kitchen Dordrecht,0,1,3.3,3314,1010,OPERATIONAL
De Mandarijn,0,1,4.3,7544,2781,OPERATIONAL
Pazzo houtoven pizzeria,0,0,4.7,1506,253,OPERATIONAL
Eetcafé Cafetaria De Hoek,0,1,4.4,7213,2645,OPERATIONAL
Café 't Spykerke,0,0,4.5,5141,1764,OPERATIONAL
Lokaal de Kroon,0,1,4.2,1521,258,OPERATIONAL
Burger Mode,0,1,4.3,2811,772,OPERATIONAL
V.O.F. Bagel Bakery Food Company Rotterdam,0,1,4.2,3011,836,OPERATIONAL
Gustavino Restaurant & Vinoteca,0,1,3.7,1082,61,OPERATIONAL
Vermaat Winkels/Restaurants Holding B.V.,0,1,3.0,1315,146,OPERATIONAL
Lekkers Vlaaien en Chocolaterie,0,0,5.0,6942,2542,OPERATIONAL
Pooyé Vis aan de Markt,0,1,4.5,4901,1681,OPERATIONAL
Pret A Manger,0,0,4.3,3511,1088,CLOSED_PERMANENTLY
AQUA GRILL,0,1,4.6,6004,2156,OPERATIONAL
Ak-Al Eethuis,0,1,4.6,2402,615,OPERATIONAL
't Pakhuyzz,0,1,4.0,5482,1943,CLOSED_PERMANENTLY
Restaria La Plaza,0,1,4.4,5251,1807,OPERATIONAL
Wereldrestaurant De Lindenberg,0,1,4.0,7731,2877,OPERATIONAL
Restaurant Bouvigne Paradijs,0,1,4.2,4836,1651,OPERATIONAL
Gezond Eten,1,0,3.8,5038,1714,CLOSED_PERMANENTLY
Wijnlokaal Leven!...,0,0,4.263829223017799,5038,1714,OPERATIONAL
Smaak van India,0,1,4.6,3905,1265,OPERATIONAL
Indonesisch Restaurant Keraton Damai V.O.F.,0,1,4.6,2517,650,OPERATIONAL
Grieks Restaurant Olympos,0,1,4.2,2132,503,OPERATIONAL
SushiPoint Rotterdam,0,1,4.2,3031,851,OPERATIONAL
Friethuis De Vlaminck,0,1,4.4,2011,464,OPERATIONAL
Kroeg van Klaas,0,0,4.4,9724,3906,OPERATIONAL
V.O.F. Roos Marijn,0,1,4.3,3075,887,CLOSED_PERMANENTLY
Grandcafe Marktmeester,0,1,4.5,3881,1248,OPERATIONAL
Terroni,0,1,4.6,4811,1634,OPERATIONAL
Orient Garden,0,1,4.3,5341,1855,OPERATIONAL
'T Proeverijtje,0,1,3.9,4731,1612,OPERATIONAL
Café Lennon's,0,0,4.4,1131,92,OPERATIONAL
Fusion Plaza Zwolle,0,1,4.4,8035,3050,OPERATIONAL
Booze,0,0,4.3,4811,1634,OPERATIONAL
La Hermana,0,1,4.5,2993,833,OPERATIONAL
De Staat,0,1,4.2,6811,2483,OPERATIONAL
Grand Café De Lindenhof,0,1,4.3,3761,1188,OPERATIONAL
Cafetaria Toorop,0,1,4.1,6523,2364,OPERATIONAL
Restaurant de Mandarijn,0,1,4.3,8011,3031,CLOSED_PERMANENTLY
Falafel City,0,1,3.3,3512,1089,OPERATIONAL
Fine Fresh Food,0,1,4.1,2514,647,OPERATIONAL
Grand Café d'Apotheek,0,1,4.4,4901,1681,OPERATIONAL
Oriënt Parel,0,1,3.7,3012,837,OPERATIONAL
Ti Amo Rotterdam,0,1,3.8,3076,888,OPERATIONAL
Restaurant Stoer,0,1,4.2,3201,948,OPERATIONAL
Restaurantschip 't Appeltje Pieterburen,0,1,4.4,9968,4040,CLOSED_PERMANENTLY
Chinees-Indisch Restaurant Nian Hao,0,1,4.263829223017799,4461,1494,OPERATIONAL
Ristorante Italiano Pizzeria Romagna,0,0,4.2,2711,737,OPERATIONAL
Lunchroom Ons Plekje,0,1,4.5,3882,1249,OPERATIONAL
Café Banka,0,1,4.0,2585,688,OPERATIONAL
Tante Koosje,0,1,4.2,6522,2363,OPERATIONAL
Pub Our home,0,0,3.6,5025,1708,CLOSED_PERMANENTLY
La Place,0,1,3.7,1118,88,OPERATIONAL
Anne&Max Den Haag Frederik Hendriklaan,0,1,4.2,2582,685,OPERATIONAL
Happy Grill in Pesse (Drenthe),0,1,4.4,7933,2998,OPERATIONAL
Bunch,0,1,4.3,1971,454,OPERATIONAL
Zon En Zeebad,0,1,4.0,2202,531,CLOSED_PERMANENTLY
HJS Coffee Service,0,0,5.0,4824,1645,OPERATIONAL
Grotel’s Genieten,0,1,4.3,5761,2065,OPERATIONAL
Délifrance Spijkenisse woonboulevard,0,1,3.7,3202,949,OPERATIONAL
XO Winebar,0,0,4.5,5911,2111,OPERATIONAL
Restaurant Anderz,0,1,4.5,1231,126,OPERATIONAL
Nisantasi Nijmegen,0,1,3.3,6511,2359,OPERATIONAL
Cafetaria de proeftuin,0,0,4.2,2671,724,OPERATIONAL
Tribestlife Rawfood Kitchen,0,1,4.0,3011,836,CLOSED_PERMANENTLY
Bar De Dorstvlegel,0,0,4.6,1764,367,OPERATIONAL
ArabesQ restaurant Den Haag,0,1,4.5,2515,648,OPERATIONAL
Eeterij \'Bij ons op den dijk\',0,1,4.6,5397,1894,OPERATIONAL
Naniwa,0,1,5.0,3762,1189,OPERATIONAL
IJscoland,0,1,4.5,6451,2346,OPERATIONAL
Vijaya Restaurant,0,1,3.8,1011,1,OPERATIONAL
Bar La Vitesse,0,0,4.5,2132,503,OPERATIONAL
Café Wieggers,0,0,4.4,7263,2669,OPERATIONAL
Piccola Roma,0,1,4.4,9411,3722,OPERATIONAL
De Lof Der Zotheid,0,1,3.3,2271,562,CLOSED_PERMANENTLY
Pluk,0,1,4.085146853146845,1181,105,CLOSED_PERMANENTLY
Oase Pizzeria-Grillroom,0,0,4.0,6463,2351,OPERATIONAL
"Hou-Sing, Chinees-Kantonees Restaurant",0,1,4.0,2394,612,OPERATIONAL
Mediteranneo pizzeria ristorante,0,0,4.2,3124,913,CLOSED_PERMANENTLY
Burgerme Utrecht Southwest,0,1,3.1,3521,1093,OPERATIONAL
Café Karpermeer,0,1,4.3,7121,2619,OPERATIONAL
De Oude Gast,0,1,4.0,1781,379,CLOSED_PERMANENTLY
Silvester's,0,1,4.6,6131,2225,OPERATIONAL
Faculty Club,0,1,4.4,7522,2768,CLOSED_PERMANENTLY
Koffie & Co,0,1,4.3,5688,2032,CLOSED_PERMANENTLY
Paulus eten en drinken,0,1,4.3,5725,2051,OPERATIONAL
V.O.F. Koffie Theehuis Bierlokaal \'De Klokkenluider\',0,0,4.1,5801,2070,OPERATIONAL
Brams Gourmet Frites @Tilburg,0,1,4.4,5038,1714,OPERATIONAL
Restaurant la Casquette,0,1,4.5,6596,2403,CLOSED_PERMANENTLY
Marlin's Lounge Cafe,0,0,5.0,6901,2523,CLOSED_PERMANENTLY
Volkan Grillroom,0,1,4.3,4611,1562,OPERATIONAL
Café Bonaparte,0,0,4.5,3014,839,OPERATIONAL
KRAS2 Broodjeszaak,0,1,4.8,5038,1714,OPERATIONAL
Banketbakkerij Thé Café Bos,0,0,4.5,1781,379,CLOSED_PERMANENTLY
visrestaurant wijnbar C-Food,0,1,4.1,4318,1428,CLOSED_PERMANENTLY
Blazin' Burgers,0,1,4.3,7602,2815,OPERATIONAL
Cafetaria de Beugelaar,0,0,3.4,3434,1060,CLOSED_PERMANENTLY
Feesterij De Bok,0,0,4.4,1431,208,CLOSED_PERMANENTLY
Café Discotheek Stoba,0,0,4.1,6101,2207,CLOSED_PERMANENTLY
Ristorante Napoli,0,1,4.4,4611,1562,OPERATIONAL
Cafetaria Starhapjes,0,1,4.3,2553,671,OPERATIONAL
De Waggel,0,0,4.7,7081,2602,OPERATIONAL
Two-headed Phoenix,0,0,3.3,1509,256,OPERATIONAL
Maxx Coffee & Wine Bar,0,0,4.3,1214,118,CLOSED_PERMANENTLY
Yerba,0,1,4.5,1071,51,OPERATIONAL
Cafeteria De Graaf,0,0,4.6,7461,2746,OPERATIONAL
Ristorante Pizzeria La Lanterna,0,0,4.2,2513,646,OPERATIONAL
Huis de Beurs,0,0,4.2,9711,3895,OPERATIONAL
De NADORST,0,1,4.1,1696,327,OPERATIONAL
Vintage Wine Bar,0,0,4.6,1211,115,OPERATIONAL
de Beleving,0,1,4.0,5453,1927,OPERATIONAL
Unibar,0,1,4.4,6811,2483,OPERATIONAL
Mercan's Place Rotterdam Zuidplein,0,1,3.9,3083,894,CLOSED_PERMANENTLY
Shanthy Indiaas & Ceylonees,0,1,4.4,1211,115,OPERATIONAL
Saison Restaurant,0,1,4.6,6538,2374,OPERATIONAL
Eetcafe De Musketier,0,1,4.5,7591,2810,OPERATIONAL
Happy Tosti Deventer,0,1,4.6,7411,2716,OPERATIONAL
de Eetwinkel,0,1,4.6,6721,2476,OPERATIONAL
Taste of Persia,0,1,4.5,2518,651,OPERATIONAL
Trattoria Panini,0,1,4.5,2161,521,OPERATIONAL
Tokcel,0,1,4.0,4836,1651,OPERATIONAL
Eethuis Rsdt,0,1,5.0,1211,115,OPERATIONAL
Isola Bella,0,1,3.9,1017,7,OPERATIONAL
Bij de buren,0,1,4.5,5911,2111,OPERATIONAL
Restaurant De Bodega,0,1,4.4,5341,1855,OPERATIONAL
"Aroi, Thais vers bereid",0,1,4.7,8331,3171,OPERATIONAL
Gastrobarbijrozendaal,0,1,4.4,7523,2769,OPERATIONAL
Luwak,0,1,4.7,4531,1528,OPERATIONAL
Stretto Eten & Drinken,0,1,4.4,7001,2567,OPERATIONAL
Safran Restaurant,0,1,3.3,2265,559,CLOSED_PERMANENTLY
De Vlaamse Frietboetiek,0,1,4.0,1211,115,OPERATIONAL
MYLK,0,1,4.8,1077,57,CLOSED_PERMANENTLY
Down Town,0,0,4.3,7031,2579,OPERATIONAL
Huffels Horeca B.V.,0,0,2.2,3584,1128,OPERATIONAL
Snackbar Zeverijn,0,1,4.3,1216,120,OPERATIONAL
Asian Delight,0,1,4.1,3381,1043,OPERATIONAL
Restaurant Liman,0,1,4.0,4761,1621,OPERATIONAL
Kerk-Restaurant 't Ponkje,0,1,4.3,8551,3329,OPERATIONAL
Lunchcafé Centraal Ketelhuis,0,1,4.1,3812,1209,OPERATIONAL
The Tasty Shop,0,1,4.6,2712,738,OPERATIONAL
Café Polo Bar,0,0,4.2,2011,464,OPERATIONAL
Restaurant De Beren Schiedam,0,1,3.6,3114,904,CLOSED_TEMPORARILY
Restaurant De Fruitenier,0,1,5.0,3334,1021,CLOSED_PERMANENTLY
Cafe Chantilly,0,1,4.5,1095,69,OPERATIONAL
Café-Bar Jan Westerhoff,0,0,4.4,9731,3911,CLOSED_PERMANENTLY
Snackservice Marie,0,1,4.3,2461,633,OPERATIONAL
Avenida,0,1,4.5,1062,43,OPERATIONAL
Restaurant The Blue Lotus Purmerend,0,1,4.0,1441,215,OPERATIONAL
Hedelfinger Gasterie,0,1,4.4,6456,2348,OPERATIONAL
't Pintje,0,0,4.1,6881,2519,OPERATIONAL
Eetcafé De Alde Mert V.O.F.,0,1,4.2,5911,2111,OPERATIONAL
IJs en koffiehuijs de florijn,0,1,4.4,1911,430,OPERATIONAL
Ginza Sushi,0,1,4.2,7511,2763,OPERATIONAL
Ketelhuis Lent,0,1,4.1,6663,2440,OPERATIONAL
Alberto's Carreta,0,1,4.2,1012,2,CLOSED_PERMANENTLY
Vallermosa pizza & più,0,1,3.9,6981,2554,CLOSED_PERMANENTLY
Keilecafe,0,0,4.6,3029,850,OPERATIONAL
Seasons,0,1,4.6,1015,5,OPERATIONAL
Restaurant Avant-Garde,0,1,4.4,5616,1987,OPERATIONAL
Kamar makan,0,1,4.7,4531,1528,CLOSED_PERMANENTLY
il Pecorino,0,1,4.3,1031,18,OPERATIONAL
Cafe Averechts,0,0,4.4,3514,1091,OPERATIONAL
De Visserman,0,1,4.2,8715,3389,OPERATIONAL
Friet Point,0,1,4.2,1012,2,OPERATIONAL
Café 't Ceintuurtje,0,0,4.3,1072,52,OPERATIONAL
Del Posto,0,1,4.2,1012,2,CLOSED_PERMANENTLY
Kwalitaria Délifrance,0,1,4.3,8161,3097,OPERATIONAL
Cleopatra Lochem,0,1,4.2,7241,2661,OPERATIONAL
Cafe / Bar De Buurman,0,0,4.6,7772,2897,OPERATIONAL
Snackbar Familie(big snack),0,1,4.3,4461,1494,OPERATIONAL
Round&Round Rotterdam,0,0,4.4,3011,836,OPERATIONAL
Cafetaria Het Eikpunt,0,0,4.5,7534,2775,OPERATIONAL
SMAAK Haarlem,0,1,4.9,2031,476,OPERATIONAL
Hertog Jan van Brabant,0,0,4.1,5397,1894,OPERATIONAL
New China Garden,0,1,4.2,5481,1942,OPERATIONAL
BRASA bar & kitchen,0,1,4.2,1441,215,OPERATIONAL
Brownies & downieS Oisterwijk,0,0,4.6,5061,1730,OPERATIONAL
Restaurant Deeg,0,1,4.6,3512,1089,CLOSED_PERMANENTLY
Ristorante Napoli,0,1,4.1,2012,465,OPERATIONAL
Il Panorama,0,1,4.0,1016,6,OPERATIONAL
Brandmeester's B.V.,0,0,4.6,2011,464,CLOSED_PERMANENTLY
CaNaToneta Maastricht,0,1,4.3,6211,2251,OPERATIONAL
Multifood Corner,0,1,5.0,3012,837,CLOSED_PERMANENTLY
Locanda,0,1,4.4,1015,5,CLOSED_PERMANENTLY
Rodeo Den Bosch,0,1,4.5,5211,1782,OPERATIONAL
Puur Vlieland,0,1,3.6,8899,3479,OPERATIONAL
Landgoed D'n Heikant,0,1,4.5,5735,2053,OPERATIONAL
L' isola,0,1,4.4,8011,3031,CLOSED_PERMANENTLY
Huisje van de Zeeuw,0,1,4.5,2941,804,OPERATIONAL
Broodje van Nassau,0,1,4.4,4301,1417,OPERATIONAL
Gelkinge 9,0,0,4.5,9711,3895,OPERATIONAL
Vogeleiland Deventer,0,1,4.2,7411,2716,CLOSED_PERMANENTLY
Big Burger Delivery,0,1,3.4,7418,2723,OPERATIONAL
Restaurant Villa La Ruche,0,1,4.6,2275,566,OPERATIONAL
Petit Deux,0,1,5.0,1013,3,CLOSED_PERMANENTLY
Ristorante Il Primo,0,1,4.0,1017,7,OPERATIONAL
Mena Gringo,0,1,2.4,1012,2,CLOSED_PERMANENTLY
Eethuis Sevil Ali Baba,0,1,3.8,1016,6,OPERATIONAL
lola 050,0,0,4.2,9711,3895,OPERATIONAL
Lunchroom Amarylles,0,1,2.9,1017,7,OPERATIONAL
Snackbar \'Fly Inn\',0,1,4.6,7041,2585,OPERATIONAL
Restaurant De Richel,0,1,4.3,8899,3479,OPERATIONAL
Cafetaria Tuindorp Catering,0,0,4.1,7553,2788,OPERATIONAL
Grand Cafe Leyaal,0,1,4.5,3316,1012,OPERATIONAL
Eeterij Kelian,0,1,4.3,4791,1629,OPERATIONAL
Café Apollo,0,0,4.5,6466,2354,OPERATIONAL
Red's Tapas Grill & Bar,0,1,3.8,6711,2468,OPERATIONAL
Café De Blauwe Kater,0,0,4.3,8441,3247,OPERATIONAL
Kasteel Maurick,0,1,4.5,5261,1815,OPERATIONAL
Dazzling Cocktails,0,0,4.4,4191,1371,OPERATIONAL
De Chinese Pagode,0,1,4.1,1787,385,OPERATIONAL
Bakker Bart,0,0,4.2,3881,1248,OPERATIONAL
Bosfor,0,1,4.3,2524,655,OPERATIONAL
Ramses,0,1,3.2,4501,1511,OPERATIONAL
Grand Café De Bosbaan,0,1,3.7,1182,106,OPERATIONAL
Indian Restaurant Swagat,0,1,4.6,1076,56,OPERATIONAL
Asian Restaurant \'De Lange Muur\',0,1,4.4,4531,1528,OPERATIONAL
Stoop Eten en Drinken,0,1,4.3,1098,72,OPERATIONAL
مطعم زرزور العربي.Restaurant Zarzour,0,1,4.1,3132,916,OPERATIONAL
Cafeteria \'Joppie\',0,0,4.5,3911,1268,OPERATIONAL
Huis ten Haghe,0,1,4.3,2511,644,CLOSED_PERMANENTLY
De Oude Stoep B.V.,0,1,4.1,8899,3479,OPERATIONAL
Café Jack's,0,1,4.5,5038,1714,OPERATIONAL
Cafeteria De Hoeve,0,0,4.2,5244,1801,OPERATIONAL
Café Custwijc,0,0,4.3,3465,1082,OPERATIONAL
Kappa-Docie Cafetaria,0,0,4.4,6711,2468,OPERATIONAL
De Pizzabakkers Haarlemmerdijk,0,1,4.5,1013,3,OPERATIONAL
Taste 4.0,0,1,4.263829223017799,3016,841,OPERATIONAL
't Raodhoes B.V.,0,0,4.0,5921,2117,OPERATIONAL
Bar De Ketel,0,0,4.7,5476,1941,OPERATIONAL
Eetcafé Menora,0,1,3.5,1033,20,OPERATIONAL
Eetcafé Kaandorp.,0,1,4.3,3011,836,OPERATIONAL
BLVRD Restaurant Bar Lounge,0,1,2.7,2586,689,CLOSED_PERMANENTLY
Rodera,0,1,4.085146853146845,5931,2125,CLOSED_PERMANENTLY
Emma's Eetcafe,0,1,4.5,7551,2786,OPERATIONAL
Verhage Restaurant Dordrecht,0,1,4.0,3315,1011,OPERATIONAL
Li's Garden,0,1,3.7,3222,963,OPERATIONAL
"Anak, Indonesische Broodjes, Sate & Snacks",0,1,5.0,2514,647,CLOSED_PERMANENTLY
\'Mark Barber and more\',0,0,4.5,3831,1225,OPERATIONAL
Feestcafe De Nozem,0,0,4.6,5281,1824,CLOSED_PERMANENTLY
de Groene Weyde,0,1,4.3,9715,3899,CLOSED_PERMANENTLY
Snackbar Didi,0,1,4.4,3253,984,OPERATIONAL
Café-Zaal van de Burgt,0,0,4.5,5741,2056,OPERATIONAL
'n Deurloop,0,0,4.3,7631,2833,OPERATIONAL
't Poortje,0,1,3.4,3811,1208,OPERATIONAL
Damas Restaurant & Shisha Lounge,0,1,3.7,5038,1714,OPERATIONAL
Restaurant In den Kleinen Hap,0,1,4.1,3811,1208,OPERATIONAL
Jonas in den Walvis,0,1,3.9,8621,3364,OPERATIONAL
Café \'De Mart\',0,1,4.4,4101,1327,OPERATIONAL
La Terrazza,0,1,4.1,1861,422,OPERATIONAL
Abyssinia Restaurant,0,1,4.3,1054,35,OPERATIONAL
Blushing,0,0,4.0,1071,51,OPERATIONAL
Restaurant Klein Afrika,0,1,4.2,7576,2802,OPERATIONAL
De Colonie 's Graveland,0,1,4.1,1243,128,OPERATIONAL
Phoenix Wokrestaurant,0,1,4.2,9203,3623,OPERATIONAL
SushiStop,0,1,3.8,3645,1152,OPERATIONAL
By de Brêge Snackbar Fish Snacks,0,1,4.4,8556,3333,OPERATIONAL
cafetaria ' de kleine chef ' / V.O.F. Andy-Ling,0,1,4.1,5976,2142,OPERATIONAL
Restaurant The Baron Of Ede,0,1,4.5,6711,2468,OPERATIONAL
Kebabish Tandoori Indian Restaurant,0,1,3.4,1964,448,OPERATIONAL
Skiko's Dailycatesse,0,1,4.6,2332,592,OPERATIONAL
Taste of India Akbar,0,1,3.9,3811,1208,OPERATIONAL
"Tuinhuis Culinair (Reserveren, tuinhuisculinair.nl/reserveren)",0,1,4.4,5042,1716,OPERATIONAL
Pizzeria La Gonda,0,0,3.9,4388,1466,OPERATIONAL
Café Brandpunt,0,0,4.085146853146845,6511,2359,CLOSED_PERMANENTLY
Café de Mallemolen,0,0,4.1,3202,949,CLOSED_PERMANENTLY
cafetaria d'n hoegewaeg,0,0,4.7,5911,2111,OPERATIONAL
De Gouwe Keuken B.V.,0,1,4.0,3771,1196,CLOSED_PERMANENTLY
Van Orrikes' Theehuisje,0,0,4.4,5275,1823,CLOSED_PERMANENTLY
Restaurant Dinámico (Latino),0,1,4.1,1017,7,CLOSED_PERMANENTLY
Jasmine Palace Restaurant,0,1,3.9,2566,679,OPERATIONAL
Restaurant Frunk,0,1,4.8,6441,2339,OPERATIONAL
Restaurant Oranjeplaat,0,1,4.4,4341,1445,OPERATIONAL
De Burgerzaak,0,1,4.1,7311,2674,CLOSED_PERMANENTLY
Ganzengors,0,1,4.4,3201,948,OPERATIONAL
Cafe d'n Oldtimer,0,0,3.6,5801,2070,OPERATIONAL
Grand Café Twist,0,1,4.1,8244,3126,CLOSED_PERMANENTLY
DC Verse Patat Luifelbaan (Kwalitaria),0,1,3.7,2321,587,CLOSED_PERMANENTLY
Eetclub Olympia,0,0,3.8,1076,56,CLOSED_PERMANENTLY
Pannenkoe Schiedam,0,1,4.1,3113,903,OPERATIONAL
Thais Restaurant Mallika,0,1,4.5,1335,164,OPERATIONAL
Café-Bar De Bedoeling,0,0,4.5,5421,1905,CLOSED_PERMANENTLY
Eet- en drinkhuis cafe De Stee,0,1,4.2,3401,1045,OPERATIONAL
Eetcafé de Vliegenier,0,1,4.2,4331,1436,OPERATIONAL
Absolute Delicious,0,1,4.7,1022,11,OPERATIONAL
Guilty Pleasures Food Fish And Chips,0,1,4.5,5615,1986,OPERATIONAL
Lilly's Lunchroom,0,1,4.1,1068,49,OPERATIONAL
Délifrance,0,1,3.6,3011,836,OPERATIONAL
Thai Restaurant Bangkok City,0,1,4.2,2912,793,OPERATIONAL
Eethuis De Bussummer,0,1,4.5,1404,196,OPERATIONAL
LUCY'S cheesecakes,0,0,4.3,1012,2,OPERATIONAL
Plaats 1,0,1,4.4,6511,2359,CLOSED_PERMANENTLY
Restaurant De Oude Sluis,0,1,4.6,4424,1477,OPERATIONAL
Café & Eeterij de Drie Gemeenten,0,1,4.3,9071,3549,OPERATIONAL
Kauffmann - Falafel & Beer,0,1,4.6,1056,37,OPERATIONAL
Blooker,0,1,4.1,1096,70,OPERATIONAL
Leon Donker Catering & Freelancekok(s),1,0,4.5,3401,1045,OPERATIONAL
Grand Café De M'ooije Waard,0,1,3.5,6566,2385,OPERATIONAL
The School Of Life Amsterdam,0,0,4.5,1017,7,OPERATIONAL
The Old Mole,0,0,4.7,2513,646,OPERATIONAL
Arjan van Dijk Groep B.V.,0,1,4.9,4884,1678,CLOSED_PERMANENTLY
Proef! Foodbar,0,1,4.1,9203,3623,CLOSED_PERMANENTLY
Friture de Koolweg,0,1,3.2,6181,2248,OPERATIONAL
Het Uilenbos,0,1,4.3,6741,2480,OPERATIONAL
Eetwinkel Valk,0,1,4.8,4501,1511,OPERATIONAL
De Gastronoom,0,1,4.3,4551,1539,OPERATIONAL
Délifrance Zwijndrecht,0,1,3.2,3332,1019,CLOSED_PERMANENTLY
Restaurant De Pleats,0,1,4.5,9251,3650,OPERATIONAL
Bij Hento,0,1,4.7,2546,666,OPERATIONAL
Adem Inn - Slow Coffee,0,0,4.7,3011,836,CLOSED_PERMANENTLY
